É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2015/06/15 01:54:00

,éRå`,éRå`,éRå`,éRå`,éRå`,éRå`,éRå`,éRå`,éRå`,éRå`,éRå`,éRå`,éRå`,éRå`,éRå`,éRå`,éRå`,éRå`,éRå`,éRå`,éRå`,éRå`,éRå`,éRå`,éRå`
1995/8/9 4:00:00,22.0,8,1,0,1,8,1,,,0,1,0.7,8,ñk,8,1,,0,1,88,8,1,23.2,8,1
1995/8/9 5:00:00,22.1,8,1,0,1,8,1,0,1,8,1,0.6,8,ìÏìÏìå,8,1,0.01,8,1,87,8,1,23.1,8,1
1995/8/9 6:00:00,24.4,8,1,0,1,8,1,0.5,0,8,1,1.5,8,ìÏ,8,1,0.31,8,1,76,8,1,23.4,8,1
1995/8/9 7:00:00,22.8,8,1,0,1,8,1,0,1,8,1,1.4,8,ñkñkìå,8,1,0.39,8,1,85,8,1,23.5,8,1
1995/8/9 8:00:00,24.6,8,1,0,1,8,1,0,1,8,1,1.1,8,ìå,8,1,0.61,8,1,81,8,1,25.0,8,1
1995/8/9 9:00:00,25.9,8,1,0,1,8,1,0,1,8,1,0.9,8,ñkñkìå,8,1,0.84,8,1,75,8,1,25.2,8,1
1995/8/9 10:00:00,30.0,8,1,0,1,8,1,0.3,0,8,1,1.6,8,ìÏêº,8,1,1.62,8,1,58,8,1,24.4,8,1
1995/8/9 11:00:00,32.1,8,1,0,1,8,1,1.0,0,8,1,2.9,8,ìÏìÏêº,8,1,3.11,8,1,49,8,1,23.7,8,1
1995/8/9 12:00:00,31.8,8,1,0,1,8,1,0.2,0,8,1,2.7,8,ìÏêº,8,1,1.55,8,1,54,8,1,25.5,8,1
1995/8/9 13:00:00,32.7,8,1,0,1,8,1,0.7,0,8,1,3.1,8,êºìÏêº,8,1,2.82,8,1,50,8,1,24.6,8,1
1995/8/9 14:00:00,33.5,8,1,0,1,8,1,0.8,0,8,1,6.1,8,ìÏêº,8,1,2.51,8,1,45,8,1,23.1,8,1
1995/8/9 15:00:00,33.4,8,1,0,1,8,1,1.0,0,8,1,4.5,8,êºìÏêº,8,1,2.36,8,1,45,8,1,22.9,8,1
1995/8/9 16:00:00,32.4,8,1,0,1,8,1,0.9,0,8,1,4.0,8,ìÏêº,8,1,1.60,8,1,46,8,1,22.5,8,1
1995/8/9 17:00:00,31.6,8,1,0,1,8,1,0.7,0,8,1,2.4,8,ìÏêº,8,1,1.02,8,1,49,8,1,22.7,8,1
1995/8/9 18:00:00,30.9,8,1,0,1,8,1,0.4,0,8,1,3.6,8,ìÏìÏêº,8,1,0.31,8,1,51,8,1,22.7,8,1
1995/8/9 19:00:00,30.2,8,1,0,1,8,1,0.1,0,8,1,2.3,8,ìÏêº,8,1,0.11,8,1,53,8,1,22.8,8,1
1995/8/9 20:00:00,29.1,8,1,0,1,8,1,,,0,1,3.8,8,ìÏ,8,1,0.00,8,1,57,8,1,22.8,8,1
1995/8/9 21:00:00,28.5,8,1,0,1,8,1,,,0,1,3.6,8,ìÏìÏêº,8,1,,0,1,61,8,1,23.7,8,1
1995/8/9 22:00:00,28.2,8,1,0,1,8,1,,,0,1,4.1,8,ìÏìÏêº,8,1,,0,1,62,8,1,23.8,8,1
1995/8/9 23:00:00,27.7,8,1,0,1,8,1,,,0,1,4.1,8,ìÏìÏêº,8,1,,0,1,63,8,1,23.4,8,1
1995/8/10 00:00:00,27.7,8,1,0,1,8,1,,,0,1,4.4,8,ìÏìÏêº,8,1,,0,1,63,8,1,23.2,8,1
1995/8/10 1:00:00,27.7,8,1,0,1,8,1,,,0,1,4.6,8,ìÏìÏêº,8,1,,0,1,60,8,1,22.4,8,1
1995/8/10 2:00:00,27.8,8,1,0,1,8,1,,,0,1,5.0,8,ìÏìÏêº,8,1,,0,1,61,8,1,22.8,8,1
1995/8/10 3:00:00,27.4,8,1,0,1,8,1,,,0,1,4.5,8,ìÏìÏêº,8,1,,0,1,64,8,1,23.2,8,1
1995/8/10 4:00:00,27.5,8,1,0.0,0,8,1,,,0,1,2.0,8,ìÏ,8,1,,0,1,63,8,1,23.2,8,1
1995/8/10 5:00:00,23.7,8,1,8.0,0,8,1,0,1,8,1,2.4,8,ñkêº,8,1,0.00,8,1,90,8,1,26.3,8,1
1995/8/10 6:00:00,23.1,8,1,9.0,0,8,1,0,1,8,1,0.1,8,ê√â∏,8,1,0.00,8,1,94,8,1,26.6,8,1
1995/8/10 7:00:00,22.4,8,1,11.5,0,8,1,0,1,8,1,3.4,8,ìÏ,8,1,0.04,8,1,96,8,1,26.0,8,1
1995/8/10 8:00:00,22.5,8,1,14.0,0,8,1,0,1,8,1,1.6,8,ìÏìÏìå,8,1,0.05,8,1,96,8,1,26.1,8,1
1995/8/10 9:00:00,22.2,8,1,29.5,0,8,1,0,1,8,1,0.5,8,ìå,8,1,0.03,8,1,96,8,1,25.8,8,1
1995/8/10 10:00:00,22.3,8,1,21.0,0,8,1,0,1,8,1,2.8,8,ìÏ,8,1,0.07,8,1,96,8,1,26.0,8,1
1995/8/10 11:00:00,21.6,8,1,19.5,0,8,1,0,1,8,1,3.4,8,ìÏìå,8,1,0.15,8,1,96,8,1,24.7,8,1
1995/8/10 12:00:00,22.3,8,1,6.0,0,8,1,0,1,8,1,3.4,8,ìåìÏìå,8,1,0.23,8,1,86,8,1,23.1,8,1
1995/8/10 13:00:00,22.1,8,1,4.0,0,8,1,0,1,8,1,1.6,8,êºñkêº,8,1,0.31,8,1,93,8,1,24.7,8,1
1995/8/10 14:00:00,21.7,8,1,7.0,0,8,1,0,1,8,1,2.9,8,ìÏìÏìå,8,1,0.38,8,1,93,8,1,24.1,8,1
1995/8/10 15:00:00,23.2,8,1,0.0,0,8,1,0,1,8,1,1.7,8,ìÏ,8,1,0.67,8,1,86,8,1,24.6,8,1
1995/8/10 16:00:00,23.1,8,1,0,1,8,1,0,1,8,1,1.3,8,ìå,8,1,0.54,8,1,90,8,1,25.5,8,1
1995/8/10 17:00:00,24.3,8,1,0,1,8,1,0,1,8,1,1.5,8,ìÏìÏêº,8,1,0.27,8,1,83,8,1,25.2,8,1
1995/8/10 18:00:00,25.0,8,1,0,1,8,1,0.6,0,8,1,2.5,8,ìÏêº,8,1,0.36,8,1,78,8,1,24.6,8,1
1995/8/10 19:00:00,24.3,8,1,0,1,8,1,0.2,0,8,1,1.7,8,ìÏ,8,1,0.12,8,1,79,8,1,24.1,8,1
1995/8/10 20:00:00,23.5,8,1,0,1,8,1,,,0,1,2.2,8,ìÏ,8,1,0.00,8,1,83,8,1,24.0,8,1
1995/8/10 21:00:00,22.3,8,1,0,1,8,1,,,0,1,1.8,8,ìÏìÏìå,8,1,,0,1,87,8,1,23.4,8,1
1995/8/10 22:00:00,22.3,8,1,0,1,8,1,,,0,1,2.1,8,ìÏ,8,1,,0,1,85,8,1,22.8,8,1
1995/8/10 23:00:00,21.5,8,1,0,1,8,1,,,0,1,1.5,8,ñkìå,8,1,,0,1,92,8,1,23.7,8,1
1995/8/11 00:00:00,21.7,8,1,0,1,8,1,,,0,1,1.3,8,ñkñkìå,8,1,,0,1,90,8,1,23.4,8,1
1995/8/11 1:00:00,21.7,8,1,0.0,0,8,1,,,0,1,3.0,8,ìÏêº,8,1,,0,1,91,8,1,23.7,8,1
1995/8/11 2:00:00,21.3,8,1,4.0,0,8,1,,,0,1,2.0,8,ìÏìÏìå,8,1,,0,1,96,8,1,24.3,8,1
1995/8/11 3:00:00,21.1,8,1,1.0,0,8,1,,,0,1,2.9,8,ìÏìÏêº,8,1,,0,1,93,8,1,23.4,8,1
1995/8/11 4:00:00,20.2,8,1,0.5,0,8,1,,,0,1,3.0,8,ìÏìÏêº,8,1,,0,1,93,8,1,22.0,8,1
1995/8/11 5:00:00,19.7,8,1,0.0,0,8,1,0,1,8,1,2.0,8,ìÏ,8,1,0.00,8,1,90,8,1,20.8,8,1
1995/8/11 6:00:00,20.2,8,1,0.0,0,8,1,0,1,8,1,2.9,8,ìÏ,8,1,0.18,8,1,88,8,1,20.9,8,1
1995/8/11 7:00:00,21.9,8,1,0,1,8,1,0.6,0,8,1,2.8,8,ìÏ,8,1,0.89,8,1,80,8,1,21.0,8,1
1995/8/11 8:00:00,22.9,8,1,0,1,8,1,0.6,0,8,1,1.8,8,ìÏêº,8,1,1.57,8,1,74,8,1,20.6,8,1
1995/8/11 9:00:00,24.1,8,1,0.0,0,8,1,0.8,0,8,1,0.6,8,êºìÏêº,8,1,2.33,8,1,72,8,1,21.7,8,1
1995/8/11 10:00:00,24.7,8,1,0.0,0,8,1,0,1,8,1,0.8,8,ñkñkêº,8,1,1.39,8,1,71,8,1,22.0,8,1
1995/8/11 11:00:00,25.8,8,1,0,1,8,1,0.3,0,8,1,2.0,8,ñkñkìå,8,1,1.98,8,1,67,8,1,22.1,8,1
1995/8/11 12:00:00,26.9,8,1,0.0,0,8,1,0.6,0,8,1,1.6,8,ñkêº,8,1,2.27,8,1,63,8,1,22.2,8,1
1995/8/11 13:00:00,28.2,8,1,0,1,8,1,0.8,0,8,1,2.0,8,êºñkêº,8,1,2.78,8,1,61,8,1,23.4,8,1
1995/8/11 14:00:00,27.6,8,1,0,1,8,1,0.7,0,8,1,1.9,8,ñkñkêº,8,1,2.46,8,1,61,8,1,22.7,8,1
1995/8/11 15:00:00,27.9,8,1,0,1,8,1,0.5,0,8,1,2.0,8,ñkñkêº,8,1,1.74,8,1,59,8,1,22.2,8,1
1995/8/11 16:00:00,26.7,8,1,0,1,8,1,0.3,0,8,1,3.5,8,ñkñkìå,8,1,0.95,8,1,62,8,1,21.7,8,1
1995/8/11 17:00:00,24.8,8,1,0,1,8,1,0.4,0,8,1,4.5,8,ñkñkìå,8,1,0.82,8,1,66,8,1,20.5,8,1
1995/8/11 18:00:00,24.2,8,1,0,1,8,1,0,1,8,1,1.2,8,ñk,8,1,0.36,8,1,66,8,1,19.9,8,1
1995/8/11 19:00:00,22.9,8,1,0,1,8,1,0,1,8,1,1.1,8,ìåñkìå,8,1,0.04,8,1,73,8,1,20.4,8,1
1995/8/11 20:00:00,22.5,8,1,0,1,8,1,,,0,1,0.5,8,ñkêº,8,1,0.00,8,1,73,8,1,20.0,8,1
1995/8/11 21:00:00,21.8,8,1,0,1,8,1,,,0,1,0.5,8,êºñkêº,8,1,,0,1,77,8,1,20.1,8,1
1995/8/11 22:00:00,21.1,8,1,0,1,8,1,,,0,1,1.2,8,ìÏ,8,1,,0,1,81,8,1,20.4,8,1
1995/8/11 23:00:00,20.4,8,1,0,1,8,1,,,0,1,1.5,8,ìÏìÏìå,8,1,,0,1,85,8,1,20.4,8,1
1995/8/12 00:00:00,20.4,8,1,0,1,8,1,,,0,1,0.6,8,ìåìÏìå,8,1,,0,1,84,8,1,20.2,8,1
1995/8/12 1:00:00,20.2,8,1,0,1,8,1,,,0,1,0.8,8,ìåñkìå,8,1,,0,1,86,8,1,20.4,8,1
1995/8/12 2:00:00,20.2,8,1,0,1,8,1,,,0,1,1.7,8,ìÏìÏìå,8,1,,0,1,84,8,1,19.9,8,1
1995/8/12 3:00:00,19.7,8,1,0,1,8,1,,,0,1,0.6,8,ñk,8,1,,0,1,89,8,1,20.4,8,1
1995/8/12 4:00:00,19.1,8,1,0,1,8,1,,,0,1,0.1,8,ê√â∏,8,1,,0,1,92,8,1,20.2,8,1
1995/8/12 5:00:00,18.8,8,1,0,1,8,1,0,1,8,1,0.6,8,ìÏìÏìå,8,1,0.00,8,1,90,8,1,19.6,8,1
1995/8/12 6:00:00,18.9,8,1,0,1,8,1,0,1,8,1,0.5,8,ìÏìå,8,1,0.13,8,1,89,8,1,19.5,8,1
1995/8/12 7:00:00,21.0,8,1,0,1,8,1,1.0,0,8,1,0.6,8,ñkêº,8,1,0.83,8,1,80,8,1,20.0,8,1
1995/8/12 8:00:00,22.2,8,1,0,1,8,1,0.9,0,8,1,1.5,8,ñkñkìå,8,1,1.53,8,1,77,8,1,20.6,8,1
1995/8/12 9:00:00,23.6,8,1,0,1,8,1,1.0,0,8,1,1.6,8,ñk,8,1,2.22,8,1,71,8,1,20.6,8,1
1995/8/12 10:00:00,25.2,8,1,0,1,8,1,0.6,0,8,1,1.8,8,ñkñkêº,8,1,2.20,8,1,65,8,1,20.8,8,1
1995/8/12 11:00:00,25.5,8,1,0,1,8,1,0.1,0,8,1,2.2,8,ñkìå,8,1,2.01,8,1,64,8,1,20.8,8,1
1995/8/12 12:00:00,27.0,8,1,0,1,8,1,0.8,0,8,1,2.2,8,ñkêº,8,1,2.90,8,1,58,8,1,20.8,8,1
1995/8/12 13:00:00,27.7,8,1,0,1,8,1,0.4,0,8,1,1.1,8,êºñkêº,8,1,2.11,8,1,55,8,1,20.5,8,1
1995/8/12 14:00:00,27.3,8,1,0,1,8,1,0.4,0,8,1,2.1,8,ñkñkìå,8,1,1.86,8,1,58,8,1,21.2,8,1
1995/8/12 15:00:00,26.8,8,1,0,1,8,1,0,1,8,1,2.2,8,ñk,8,1,1.08,8,1,61,8,1,21.4,8,1
1995/8/12 16:00:00,26.1,8,1,0,1,8,1,0,1,8,1,2.8,8,ñkñkêº,8,1,0.81,8,1,65,8,1,22.0,8,1
1995/8/12 17:00:00,25.4,8,1,0,1,8,1,0,1,8,1,2.1,8,ñkñkêº,8,1,0.56,8,1,70,8,1,22.7,8,1
1995/8/12 18:00:00,24.9,8,1,0,1,8,1,0,1,8,1,1.2,8,ñk,8,1,0.31,8,1,74,8,1,23.2,8,1
1995/8/12 19:00:00,23.9,8,1,0,1,8,1,0,1,8,1,0.4,8,ñkñkêº,8,1,0.05,8,1,77,8,1,22.9,8,1
1995/8/12 20:00:00,22.8,8,1,0,1,8,1,,,0,1,1.4,8,ìÏìÏìå,8,1,0.00,8,1,83,8,1,22.9,8,1
1995/8/12 21:00:00,22.5,8,1,0,1,8,1,,,0,1,1.6,8,ìÏìÏìå,8,1,,0,1,81,8,1,22.0,8,1
1995/8/12 22:00:00,22.1,8,1,0,1,8,1,,,0,1,1.0,8,ìÏìÏìå,8,1,,0,1,81,8,1,21.6,8,1
1995/8/12 23:00:00,21.4,8,1,0,1,8,1,,,0,1,1.7,8,ìÏìÏìå,8,1,,0,1,83,8,1,21.2,8,1
1995/8/13 00:00:00,20.4,8,1,0,1,8,1,,,0,1,0.5,8,ìå,8,1,,0,1,89,8,1,21.3,8,1
1995/8/13 1:00:00,20.2,8,1,0,1,8,1,,,0,1,0.9,8,ìÏìÏìå,8,1,,0,1,88,8,1,20.9,8,1
1995/8/13 2:00:00,19.9,8,1,0,1,8,1,,,0,1,1.2,8,ìÏìÏìå,8,1,,0,1,86,8,1,20.0,8,1
1995/8/13 3:00:00,19.4,8,1,0,1,8,1,,,0,1,0.4,8,ìå,8,1,,0,1,93,8,1,20.9,8,1
1995/8/13 4:00:00,19.2,8,1,0,1,8,1,,,0,1,0.5,8,ìÏìå,8,1,,0,1,91,8,1,20.2,8,1
1995/8/13 5:00:00,18.8,8,1,0,1,8,1,0,1,8,1,0.6,8,ìåìÏìå,8,1,0.00,8,1,93,8,1,20.1,8,1
1995/8/13 6:00:00,19.5,8,1,0,1,8,1,0,1,8,1,0.8,8,ìåìÏìå,8,1,0.15,8,1,91,8,1,20.6,8,1
1995/8/13 7:00:00,21.4,8,1,0,1,8,1,0.7,0,8,1,0.2,8,ê√â∏,8,1,0.66,8,1,84,8,1,21.3,8,1
1995/8/13 8:00:00,22.4,8,1,0,1,8,1,0.8,0,8,1,0.8,8,ñk,8,1,1.28,8,1,81,8,1,21.8,8,1
1995/8/13 9:00:00,24.4,8,1,0,1,8,1,1.0,0,8,1,1.5,8,ñkñkêº,8,1,2.02,8,1,74,8,1,22.7,8,1
1995/8/13 10:00:00,25.9,8,1,0,1,8,1,1.0,0,8,1,1.3,8,ìåñkìå,8,1,2.62,8,1,68,8,1,22.7,8,1
1995/8/13 11:00:00,27.1,8,1,0,1,8,1,1.0,0,8,1,1.2,8,êºñkêº,8,1,2.95,8,1,66,8,1,23.8,8,1
1995/8/13 12:00:00,28.7,8,1,0,1,8,1,1.0,0,8,1,1.1,8,ñkñkìå,8,1,3.06,8,1,62,8,1,24.6,8,1
1995/8/13 13:00:00,29.2,8,1,0,1,8,1,0.4,0,8,1,2.0,8,ñkñkìå,8,1,2.26,8,1,62,8,1,25.0,8,1
1995/8/13 14:00:00,29.6,8,1,0,1,8,1,0.3,0,8,1,2.3,8,ñkñkìå,8,1,1.79,8,1,61,8,1,25.2,8,1
1995/8/13 15:00:00,30.0,8,1,0,1,8,1,0.9,0,8,1,2.8,8,ñkñkêº,8,1,2.12,8,1,62,8,1,26.4,8,1
1995/8/13 16:00:00,27.5,8,1,0,1,8,1,0.2,0,8,1,4.0,8,ìåìÏìå,8,1,0.81,8,1,68,8,1,24.9,8,1
1995/8/13 17:00:00,27.0,8,1,0,1,8,1,0.2,0,8,1,3.7,8,ìåìÏìå,8,1,0.58,8,1,69,8,1,24.6,8,1
1995/8/13 18:00:00,26.7,8,1,0,1,8,1,0,1,8,1,3.4,8,ìåìÏìå,8,1,0.23,8,1,69,8,1,24.3,8,1
1995/8/13 19:00:00,25.7,8,1,0,1,8,1,0,1,8,1,4.5,8,ìåìÏìå,8,1,0.03,8,1,73,8,1,24.1,8,1
1995/8/13 20:00:00,25.6,8,1,0,1,8,1,,,0,1,2.6,8,ìÏìå,8,1,0.00,8,1,73,8,1,24.1,8,1
1995/8/13 21:00:00,24.8,8,1,0,1,8,1,,,0,1,1.1,8,êºñkêº,8,1,,0,1,79,8,1,24.9,8,1
1995/8/13 22:00:00,24.1,8,1,0,1,8,1,,,0,1,1.0,8,ñkñkìå,8,1,,0,1,82,8,1,24.7,8,1
1995/8/13 23:00:00,23.3,8,1,0,1,8,1,,,0,1,0.7,8,ìå,8,1,,0,1,87,8,1,24.9,8,1
1995/8/14 00:00:00,23.3,8,1,0,1,8,1,,,0,1,1.5,8,ìÏìÏìå,8,1,,0,1,85,8,1,24.4,8,1
1995/8/14 1:00:00,23.0,8,1,0,1,8,1,,,0,1,0.5,8,ìÏìÏìå,8,1,,0,1,86,8,1,24.1,8,1
1995/8/14 2:00:00,22.6,8,1,0,1,8,1,,,0,1,0.0,8,ê√â∏,8,1,,0,1,88,8,1,24.1,8,1
1995/8/14 3:00:00,22.2,8,1,0,1,8,1,,,0,1,0.0,8,ê√â∏,8,1,,0,1,91,8,1,24.3,8,1
1995/8/14 4:00:00,22.0,8,1,0,1,8,1,,,0,1,0.7,8,ìÏìÏêº,8,1,,0,1,90,8,1,23.7,8,1
1995/8/14 5:00:00,21.7,8,1,0,1,8,1,0,1,8,1,0.9,8,ìÏìå,8,1,0.00,8,1,91,8,1,23.5,8,1
1995/8/14 6:00:00,22.4,8,1,0,1,8,1,0.1,0,8,1,0.5,8,ìÏìå,8,1,0.16,8,1,88,8,1,23.8,8,1
1995/8/14 7:00:00,23.5,8,1,0,1,8,1,1.0,0,8,1,0.8,8,ìåñkìå,8,1,0.72,8,1,85,8,1,24.7,8,1
1995/8/14 8:00:00,25.2,8,1,0,1,8,1,1.0,0,8,1,0.4,8,ñkìå,8,1,1.41,8,1,79,8,1,25.3,8,1
1995/8/14 9:00:00,27.2,8,1,0,1,8,1,1.0,0,8,1,1.3,8,ìåñkìå,8,1,2.05,8,1,71,8,1,25.8,8,1
1995/8/14 10:00:00,28.9,8,1,0,1,8,1,1.0,0,8,1,2.5,8,ñkêº,8,1,2.56,8,1,66,8,1,26.3,8,1
1995/8/14 11:00:00,30.2,8,1,0,1,8,1,1.0,0,8,1,0.8,8,ñkêº,8,1,2.89,8,1,65,8,1,27.9,8,1
1995/8/14 12:00:00,31.1,8,1,0,1,8,1,1.0,0,8,1,1.9,8,ñkñkìå,8,1,3.06,8,1,62,8,1,27.9,8,1
1995/8/14 13:00:00,31.8,8,1,0,1,8,1,1.0,0,8,1,1.7,8,ñk,8,1,2.93,8,1,59,8,1,27.9,8,1
1995/8/14 14:00:00,32.5,8,1,0,1,8,1,0.5,0,8,1,2.3,8,ñk,8,1,1.83,8,1,60,8,1,29.5,8,1
1995/8/14 15:00:00,31.1,8,1,0,1,8,1,0.4,0,8,1,2.4,8,ñkñkêº,8,1,1.45,8,1,64,8,1,28.8,8,1
1995/8/14 16:00:00,30.5,8,1,0,1,8,1,0.2,0,8,1,2.3,8,ìåìÏìå,8,1,0.66,8,1,65,8,1,28.4,8,1
1995/8/14 17:00:00,30.6,8,1,0,1,8,1,0.9,0,8,1,2.1,8,ìåìÏìå,8,1,0.95,8,1,65,8,1,28.6,8,1
1995/8/14 18:00:00,29.6,8,1,0,1,8,1,0.6,0,8,1,1.2,8,ñkêº,8,1,0.36,8,1,70,8,1,28.9,8,1
1995/8/14 19:00:00,28.3,8,1,0,1,8,1,0,1,8,1,1.5,8,êºñkêº,8,1,0.03,8,1,74,8,1,28.6,8,1
1995/8/14 20:00:00,27.3,8,1,0,1,8,1,,,0,1,1.9,8,ìÏìÏìå,8,1,0.00,8,1,74,8,1,26.9,8,1
1995/8/14 21:00:00,26.2,8,1,0,1,8,1,,,0,1,2.4,8,ìÏìÏìå,8,1,,0,1,84,8,1,28.4,8,1
1995/8/14 22:00:00,25.6,8,1,0,1,8,1,,,0,1,1.5,8,ìÏìÏìå,8,1,,0,1,82,8,1,26.9,8,1
1995/8/14 23:00:00,24.9,8,1,0,1,8,1,,,0,1,1.4,8,ìÏìÏìå,8,1,,0,1,82,8,1,25.8,8,1
1995/8/15 00:00:00,24.2,8,1,0,1,8,1,,,0,1,1.4,8,ìÏìå,8,1,,0,1,84,8,1,25.3,8,1
1995/8/15 1:00:00,24.1,8,1,0,1,8,1,,,0,1,1.4,8,ìÏìÏìå,8,1,,0,1,86,8,1,25.8,8,1
1995/8/15 2:00:00,24.1,8,1,0,1,8,1,,,0,1,0.4,8,ìÏ,8,1,,0,1,86,8,1,25.8,8,1
1995/8/15 3:00:00,23.9,8,1,0,1,8,1,,,0,1,0.3,8,ìå,8,1,,0,1,89,8,1,26.3,8,1
1995/8/15 4:00:00,24.0,8,1,0,1,8,1,,,0,1,1.4,8,ìÏìÏêº,8,1,,0,1,85,8,1,25.5,8,1
1995/8/15 5:00:00,23.2,8,1,0,1,8,1,0,1,8,1,1.0,8,ìåìÏìå,8,1,0.00,8,1,91,8,1,25.8,8,1
1995/8/15 6:00:00,24.0,8,1,0,1,8,1,0.2,0,8,1,1.3,8,ìÏìÏìå,8,1,0.17,8,1,87,8,1,26.0,8,1
1995/8/15 7:00:00,25.7,8,1,0,1,8,1,1.0,0,8,1,1.4,8,ìÏìÏêº,8,1,0.68,8,1,82,8,1,27.1,8,1
1995/8/15 8:00:00,26.3,8,1,0,1,8,1,1.0,0,8,1,1.6,8,ñkñkìå,8,1,1.35,8,1,82,8,1,27.9,8,1
1995/8/15 9:00:00,29.3,8,1,0,1,8,1,1.0,0,8,1,1.3,8,ñkñkêº,8,1,1.87,8,1,71,8,1,28.8,8,1
1995/8/15 10:00:00,31.0,8,1,0,1,8,1,0.9,0,8,1,1.4,8,ñkêº,8,1,2.29,8,1,61,8,1,27.2,8,1
1995/8/15 11:00:00,33.2,8,1,0,1,8,1,0.8,0,8,1,3.6,8,ìÏêº,8,1,2.44,8,1,49,8,1,24.7,8,1
1995/8/15 12:00:00,33.0,8,1,0,1,8,1,0.6,0,8,1,2.6,8,êºìÏêº,8,1,2.39,8,1,49,8,1,24.6,8,1
1995/8/15 13:00:00,33.6,8,1,0,1,8,1,0.6,0,8,1,3.4,8,ìÏêº,8,1,2.42,8,1,50,8,1,26.1,8,1
1995/8/15 14:00:00,32.5,8,1,0,1,8,1,0.4,0,8,1,3.7,8,êºìÏêº,8,1,1.97,8,1,53,8,1,25.8,8,1
1995/8/15 15:00:00,31.0,8,1,0,1,8,1,0.1,0,8,1,4.4,8,ìÏìÏêº,8,1,1.02,8,1,58,8,1,26.3,8,1
1995/8/15 16:00:00,30.9,8,1,0,1,8,1,0.5,0,8,1,4.4,8,ìÏ,8,1,1.28,8,1,60,8,1,26.6,8,1
1995/8/15 17:00:00,30.5,8,1,0,1,8,1,0.5,0,8,1,4.1,8,ìÏ,8,1,0.87,8,1,61,8,1,26.4,8,1
1995/8/15 18:00:00,29.7,8,1,0,1,8,1,0.1,0,8,1,2.5,8,ìÏ,8,1,0.28,8,1,64,8,1,26.6,8,1
1995/8/15 19:00:00,28.7,8,1,0,1,8,1,0,1,8,1,2.9,8,ìÏìÏêº,8,1,0.03,8,1,66,8,1,26.1,8,1
1995/8/15 20:00:00,28.1,8,1,0,1,8,1,,,0,1,2.0,8,ìÏ,8,1,0.00,8,1,66,8,1,25.2,8,1
1995/8/15 21:00:00,27.0,8,1,0,1,8,1,,,0,1,0.6,8,ìÏìÏêº,8,1,,0,1,73,8,1,26.1,8,1
1995/8/15 22:00:00,26.0,8,1,0,1,8,1,,,0,1,1.2,8,ìÏêº,8,1,,0,1,77,8,1,25.8,8,1
1995/8/15 23:00:00,25.0,8,1,0,1,8,1,,,0,1,1.4,8,ìåìÏìå,8,1,,0,1,80,8,1,25.3,8,1
1995/8/16 00:00:00,24.7,8,1,0,1,8,1,,,0,1,0.8,8,ìÏìå,8,1,,0,1,81,8,1,25.2,8,1
1995/8/16 1:00:00,24.0,8,1,0,1,8,1,,,0,1,0.9,8,ìÏìå,8,1,,0,1,84,8,1,25.2,8,1
1995/8/16 2:00:00,23.7,8,1,0,1,8,1,,,0,1,0.9,8,ìÏìÏìå,8,1,,0,1,85,8,1,25.0,8,1
1995/8/16 3:00:00,23.2,8,1,0,1,8,1,,,0,1,1.1,8,ñkñkìå,8,1,,0,1,90,8,1,25.5,8,1
1995/8/16 4:00:00,23.5,8,1,0,1,8,1,,,0,1,1.8,8,ìÏêº,8,1,,0,1,88,8,1,25.5,8,1
1995/8/16 5:00:00,23.5,8,1,0,1,8,1,0,1,8,1,1.5,8,ìÏ,8,1,0.00,8,1,86,8,1,24.9,8,1
1995/8/16 6:00:00,23.4,8,1,0,1,8,1,0.1,0,8,1,0.8,8,ñkñkìå,8,1,0.19,8,1,89,8,1,25.6,8,1
1995/8/16 7:00:00,25.3,8,1,0,1,8,1,1.0,0,8,1,1.8,8,ìÏêº,8,1,0.69,8,1,80,8,1,25.8,8,1
1995/8/16 8:00:00,26.4,8,1,0,1,8,1,1.0,0,8,1,0.9,8,ñkñkêº,8,1,1.35,8,1,77,8,1,26.6,8,1
1995/8/16 9:00:00,29.6,8,1,0,1,8,1,1.0,0,8,1,1.7,8,ìÏìÏêº,8,1,1.93,8,1,65,8,1,27.1,8,1
1995/8/16 10:00:00,31.6,8,1,0,1,8,1,1.0,0,8,1,4.7,8,ìÏ,8,1,2.36,8,1,57,8,1,26.6,8,1
1995/8/16 11:00:00,32.1,8,1,0,1,8,1,0.8,0,8,1,5.0,8,ìÏìÏêº,8,1,2.68,8,1,56,8,1,26.8,8,1
1995/8/16 12:00:00,32.3,8,1,0,1,8,1,0.6,0,8,1,3.7,8,ìÏêº,8,1,2.50,8,1,54,8,1,26.0,8,1
1995/8/16 13:00:00,23.1,8,1,2.0,0,8,1,0,1,8,1,6.0,8,ñkìå,8,1,0.29,8,1,83,8,1,23.5,8,1
1995/8/16 14:00:00,22.4,8,1,8.0,0,8,1,0,1,8,1,1.1,8,ìÏìå,8,1,0.15,8,1,91,8,1,24.7,8,1
1995/8/16 15:00:00,22.2,8,1,4.5,0,8,1,0,1,8,1,1.0,8,êº,8,1,0.13,8,1,94,8,1,25.2,8,1
1995/8/16 16:00:00,22.5,8,1,1.0,0,8,1,0,1,8,1,2.6,8,ìÏìÏêº,8,1,0.20,8,1,94,8,1,25.5,8,1
