É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2015/06/15 03:57:54

,çbï{,çbï{,çbï{,çbï{,çbï{,çbï{,çbï{,çbï{,çbï{,çbï{,çbï{,çbï{,çbï{,çbï{,çbï{,çbï{,çbï{,çbï{,çbï{,çbï{,çbï{,çbï{,çbï{,çbï{,çbï{
2008/6/9 6:00:00,19.1,8,1,1.0,0,8,1,0,1,8,1,0.5,8,ìÏ,8,1,0.01,8,1,90,8,1,19.9,8,1
2008/6/9 7:00:00,18.9,8,1,1.0,0,8,1,0,1,8,1,0.9,8,ìÏêº,8,1,0.07,8,1,92,8,1,20.1,8,1
2008/6/9 8:00:00,19.0,8,1,0.5,0,8,1,0,1,8,1,0.4,8,êºìÏêº,8,1,0.14,8,1,91,8,1,20.0,8,1
2008/6/9 9:00:00,19.7,8,1,0.0,0,8,1,0,1,8,1,1.2,8,ìÏ,8,1,0.44,8,1,88,8,1,20.2,8,1
2008/6/9 10:00:00,20.0,8,1,0.0,0,8,1,0,1,8,1,0.9,8,êº,8,1,0.47,8,1,86,8,1,20.1,8,1
2008/6/9 11:00:00,19.7,8,1,1.5,0,8,1,0,1,8,1,1.6,8,ìÏêº,8,1,0.31,8,1,88,8,1,20.2,8,1
2008/6/9 12:00:00,20.0,8,1,0.5,0,8,1,0,1,8,1,0.6,8,ìÏ,8,1,0.49,8,1,87,8,1,20.4,8,1
2008/6/9 13:00:00,22.8,8,1,0.0,0,8,1,0.3,0,8,1,1.7,8,ìÏ,8,1,2.20,8,1,72,8,1,20.0,8,1
2008/6/9 14:00:00,24.1,8,1,0,1,8,1,0.8,0,8,1,2.0,8,ìÏìÏêº,8,1,2.83,8,1,61,8,1,18.3,8,1
2008/6/9 15:00:00,24.1,8,1,0,1,8,1,0.8,0,8,1,1.7,8,ìÏêº,8,1,2.51,8,1,55,8,1,16.5,8,1
2008/6/9 16:00:00,23.4,8,1,0.0,0,8,1,0,1,8,1,2.7,8,êºñkêº,8,1,0.37,8,1,62,8,1,17.8,8,1
2008/6/9 17:00:00,21.6,8,1,0.5,0,8,1,0,1,8,1,3.0,8,ñkñkêº,8,1,0.12,8,1,71,8,1,18.3,8,1
2008/6/9 18:00:00,20.6,8,1,0.0,0,8,1,0,1,8,1,1.3,8,ìÏêº,8,1,0.15,8,1,81,8,1,19.6,8,1
2008/6/9 19:00:00,20.2,8,1,0.0,0,8,1,0,1,8,1,2.0,8,êº,8,1,0.05,8,1,82,8,1,19.4,8,1
2008/6/9 20:00:00,19.7,8,1,0,1,8,1,,,0,1,1.1,8,ìÏêº,8,1,0.00,8,1,83,8,1,19.0,8,1
2008/6/9 21:00:00,19.4,8,1,0,1,8,1,,,0,1,1.1,8,ñkìå,8,1,,0,1,80,8,1,18.1,8,1
2008/6/9 22:00:00,18.2,8,1,0,1,8,1,,,0,1,0.9,8,êº,8,1,,0,1,86,8,1,17.9,8,1
2008/6/9 23:00:00,17.6,8,1,0,1,8,1,,,0,1,1.3,8,êºñkêº,8,1,,0,1,84,8,1,16.9,8,1
2008/6/10 00:00:00,17.3,8,1,0,1,8,1,,,0,1,0.7,8,ìÏìÏìå,8,1,,0,1,87,8,1,17.2,8,1
2008/6/10 1:00:00,17.7,8,1,0,1,8,1,,,0,1,0.8,8,ñkñkêº,8,1,,0,1,85,8,1,17.3,8,1
2008/6/10 2:00:00,16.7,8,1,0,1,8,1,,,0,1,0.7,8,ìÏìå,8,1,,0,1,81,8,1,15.4,8,1
2008/6/10 3:00:00,16.1,8,1,0,1,8,1,,,0,1,1.8,8,ñkêº,8,1,,0,1,85,8,1,15.6,8,1
2008/6/10 4:00:00,16.7,8,1,0,1,8,1,,,0,1,0.9,8,ìåìÏìå,8,1,0.00,8,1,85,8,1,16.2,8,1
2008/6/10 5:00:00,16.0,8,1,0,1,8,1,0,1,8,1,1.4,8,ìÏìÏêº,8,1,0.01,8,1,82,8,1,14.9,8,1
2008/6/10 6:00:00,16.6,8,1,0,1,8,1,0,1,8,1,1.5,8,ìÏìå,8,1,0.16,8,1,80,8,1,15.1,8,1
2008/6/10 7:00:00,17.3,8,1,0,1,8,1,0.2,0,8,1,0.9,8,ìÏ,8,1,0.72,8,1,75,8,1,14.8,8,1
2008/6/10 8:00:00,19.6,8,1,0,1,8,1,1.0,0,8,1,1.6,8,ìÏ,8,1,1.86,8,1,69,8,1,15.8,8,1
2008/6/10 9:00:00,20.8,8,1,0,1,8,1,1.0,0,8,1,1.4,8,ìÏìÏêº,8,1,2.23,8,1,60,8,1,14.8,8,1
2008/6/10 10:00:00,22.0,8,1,0,1,8,1,1.0,0,8,1,0.7,8,ñkêº,8,1,2.96,8,1,58,8,1,15.4,8,1
2008/6/10 11:00:00,23.5,8,1,0,1,8,1,1.0,0,8,1,1.4,8,ìÏìÏêº,8,1,2.92,8,1,52,8,1,15.1,8,1
2008/6/10 12:00:00,25.5,8,1,0,1,8,1,0.8,0,8,1,1.2,8,ìÏìÏêº,8,1,2.64,8,1,44,8,1,14.4,8,1
2008/6/10 13:00:00,25.9,8,1,0,1,8,1,0.8,0,8,1,2.7,8,êº,8,1,2.61,8,1,49,8,1,16.4,8,1
2008/6/10 14:00:00,27.2,8,1,0,1,8,1,1.0,0,8,1,2.2,8,ìÏêº,8,1,2.78,8,1,45,8,1,16.2,8,1
2008/6/10 15:00:00,27.2,8,1,0,1,8,1,1.0,0,8,1,2.9,8,êºìÏêº,8,1,2.36,8,1,46,8,1,16.6,8,1
2008/6/10 16:00:00,27.1,8,1,0,1,8,1,1.0,0,8,1,5.6,8,ìÏêº,8,1,2.04,8,1,44,8,1,15.8,8,1
2008/6/10 17:00:00,26.2,8,1,0,1,8,1,0.9,0,8,1,5.2,8,ìÏêº,8,1,1.43,8,1,49,8,1,16.7,8,1
2008/6/10 18:00:00,25.0,8,1,0,1,8,1,0.4,0,8,1,3.7,8,ìÏêº,8,1,0.50,8,1,54,8,1,17.2,8,1
2008/6/10 19:00:00,23.2,8,1,0,1,8,1,0.1,0,8,1,4.5,8,ìÏêº,8,1,0.11,8,1,58,8,1,16.5,8,1
2008/6/10 20:00:00,22.2,8,1,0,1,8,1,,,0,1,2.2,8,ñkêº,8,1,0.00,8,1,65,8,1,17.4,8,1
2008/6/10 21:00:00,21.3,8,1,0,1,8,1,,,0,1,2.5,8,ñkêº,8,1,,0,1,71,8,1,17.9,8,1
2008/6/10 22:00:00,20.8,8,1,0,1,8,1,,,0,1,1.6,8,ñkêº,8,1,,0,1,74,8,1,18.2,8,1
2008/6/10 23:00:00,19.9,8,1,0,1,8,1,,,0,1,2.7,8,êºñkêº,8,1,,0,1,78,8,1,18.2,8,1
2008/6/11 00:00:00,19.9,8,1,0,1,8,1,,,0,1,1.7,8,êºñkêº,8,1,,0,1,79,8,1,18.4,8,1
2008/6/11 1:00:00,19.7,8,1,0,1,8,1,,,0,1,1.2,8,êºìÏêº,8,1,,0,1,79,8,1,18.2,8,1
2008/6/11 2:00:00,19.2,8,1,0,1,8,1,,,0,1,1.1,8,êº,8,1,,0,1,82,8,1,18.3,8,1
2008/6/11 3:00:00,18.6,8,1,0,1,8,1,,,0,1,1.5,8,êº,8,1,,0,1,85,8,1,18.2,8,1
2008/6/11 4:00:00,18.8,8,1,0,1,8,1,,,0,1,0.9,8,êºñkêº,8,1,0.00,8,1,84,8,1,18.2,8,1
2008/6/11 5:00:00,18.8,8,1,0,1,8,1,0,1,8,1,1.0,8,ìÏìå,8,1,0.01,8,1,83,8,1,18.1,8,1
2008/6/11 6:00:00,19.0,8,1,0,1,8,1,0,1,8,1,1.4,8,ìÏêº,8,1,0.16,8,1,82,8,1,18.1,8,1
2008/6/11 7:00:00,19.5,8,1,0,1,8,1,0,1,8,1,1.3,8,ìÏìÏêº,8,1,0.34,8,1,80,8,1,18.2,8,1
2008/6/11 8:00:00,20.2,8,1,0,1,8,1,0,1,8,1,0.7,8,êº,8,1,0.66,8,1,78,8,1,18.4,8,1
2008/6/11 9:00:00,21.2,8,1,0,1,8,1,0.3,0,8,1,1.3,8,êºìÏêº,8,1,1.61,8,1,70,8,1,17.6,8,1
2008/6/11 10:00:00,22.2,8,1,0,1,8,1,0,1,8,1,1.0,8,êº,8,1,1.53,8,1,64,8,1,17.2,8,1
2008/6/11 11:00:00,23.2,8,1,0,1,8,1,0,1,8,1,0.9,8,êº,8,1,1.58,8,1,62,8,1,17.6,8,1
2008/6/11 12:00:00,25.2,8,1,0,1,8,1,0.5,0,8,1,0.7,8,ìå,8,1,2.86,8,1,54,8,1,17.3,8,1
2008/6/11 13:00:00,26.1,8,1,0,1,8,1,0.1,0,8,1,1.1,8,êºìÏêº,8,1,1.93,8,1,51,8,1,17.3,8,1
2008/6/11 14:00:00,27.0,8,1,0,1,8,1,0.4,0,8,1,1.2,8,êº,8,1,2.02,8,1,45,8,1,16.1,8,1
2008/6/11 15:00:00,27.0,8,1,0,1,8,1,0.6,0,8,1,1.9,8,ìÏêº,8,1,2.06,8,1,43,8,1,15.4,8,1
2008/6/11 16:00:00,27.0,8,1,0,1,8,1,0,1,8,1,3.6,8,ìÏêº,8,1,1.20,8,1,44,8,1,15.7,8,1
2008/6/11 17:00:00,26.0,8,1,0,1,8,1,0,1,8,1,5.1,8,ìÏêº,8,1,0.80,8,1,51,8,1,17.2,8,1
2008/6/11 18:00:00,24.5,8,1,0,1,8,1,0,1,8,1,4.4,8,ìÏêº,8,1,0.33,8,1,62,8,1,19.0,8,1
2008/6/11 19:00:00,23.4,8,1,0,1,8,1,0,1,8,1,1.8,8,êºñkêº,8,1,0.06,8,1,67,8,1,19.2,8,1
2008/6/11 20:00:00,22.9,8,1,0,1,8,1,,,0,1,2.2,8,êº,8,1,0.00,8,1,70,8,1,19.5,8,1
2008/6/11 21:00:00,22.2,8,1,0,1,8,1,,,0,1,2.5,8,êº,8,1,,0,1,73,8,1,19.5,8,1
2008/6/11 22:00:00,22.0,8,1,0,1,8,1,,,0,1,1.9,8,êºñkêº,8,1,,0,1,75,8,1,19.9,8,1
2008/6/11 23:00:00,21.4,8,1,0,1,8,1,,,0,1,2.6,8,êº,8,1,,0,1,77,8,1,19.6,8,1
2008/6/12 00:00:00,20.9,8,1,0,1,8,1,,,0,1,2.1,8,êº,8,1,,0,1,80,8,1,19.7,8,1
2008/6/12 1:00:00,20.7,8,1,0,1,8,1,,,0,1,1.7,8,êºìÏêº,8,1,,0,1,83,8,1,20.2,8,1
2008/6/12 2:00:00,20.5,8,1,0.0,0,8,1,,,0,1,1.7,8,êºñkêº,8,1,,0,1,83,8,1,20.0,8,1
2008/6/12 3:00:00,19.8,8,1,4.5,0,8,1,,,0,1,1.8,8,ìåñkìå,8,1,,0,1,91,8,1,21.0,8,1
2008/6/12 4:00:00,17.9,8,1,7.5,0,8,1,,,0,1,1.1,8,ìÏìÏìå,8,1,0.00,8,1,91,8,1,18.6,8,1
2008/6/12 5:00:00,18.0,8,1,6.5,0,8,1,0,1,8,1,0.2,8,ê√â∏,8,1,0.00,8,1,94,8,1,19.4,8,1
2008/6/12 6:00:00,17.6,8,1,4.0,0,8,1,0,1,8,1,1.5,8,ìÏìÏìå,8,1,0.01,8,1,94,8,1,18.9,8,1
2008/6/12 7:00:00,17.6,8,1,3.5,0,8,1,0,1,8,1,1.9,8,ìÏìÏìå,8,1,0.03,8,1,93,8,1,18.8,8,1
2008/6/12 8:00:00,17.8,8,1,2.5,0,8,1,0,1,8,1,0.9,8,ìÏìå,8,1,0.08,8,1,92,8,1,18.8,8,1
2008/6/12 9:00:00,17.9,8,1,3.0,0,8,1,0,1,8,1,0.6,8,ìÏìÏìå,8,1,0.11,8,1,91,8,1,18.6,8,1
2008/6/12 10:00:00,18.0,8,1,4.0,0,8,1,0,1,8,1,1.5,8,ìåìÏìå,8,1,0.19,8,1,91,8,1,18.8,8,1
2008/6/12 11:00:00,18.1,8,1,3.0,0,8,1,0,1,8,1,1.0,8,êº,8,1,0.37,8,1,87,8,1,18.1,8,1
2008/6/12 12:00:00,18.9,8,1,1.0,0,8,1,0,1,8,1,1.6,8,êºìÏêº,8,1,1.09,8,1,81,8,1,17.7,8,1
2008/6/12 13:00:00,21.2,8,1,0,1,8,1,0.2,0,8,1,1.2,8,ìÏêº,8,1,2.14,8,1,64,8,1,16.1,8,1
2008/6/12 14:00:00,21.5,8,1,0,1,8,1,0.3,0,8,1,1.4,8,ñkñkìå,8,1,2.29,8,1,59,8,1,15.2,8,1
2008/6/12 15:00:00,22.2,8,1,0,1,8,1,0.5,0,8,1,1.7,8,ìÏìå,8,1,1.96,8,1,55,8,1,14.7,8,1
2008/6/12 16:00:00,23.3,8,1,0,1,8,1,0.6,0,8,1,1.2,8,ìÏêº,8,1,1.79,8,1,50,8,1,14.3,8,1
2008/6/12 17:00:00,22.6,8,1,0,1,8,1,0.3,0,8,1,1.6,8,ñkìå,8,1,0.83,8,1,56,8,1,15.4,8,1
2008/6/12 18:00:00,22.9,8,1,0,1,8,1,0.9,0,8,1,1.1,8,ñkñkêº,8,1,1.03,8,1,53,8,1,14.8,8,1
2008/6/12 19:00:00,20.7,8,1,0,1,8,1,0,1,8,1,2.2,8,ñkìå,8,1,0.09,8,1,68,8,1,16.6,8,1
2008/6/12 20:00:00,20.1,8,1,0,1,8,1,,,0,1,1.5,8,ìåñkìå,8,1,0.00,8,1,71,8,1,16.7,8,1
2008/6/12 21:00:00,18.9,8,1,0,1,8,1,,,0,1,1.2,8,ñkìå,8,1,,0,1,75,8,1,16.4,8,1
2008/6/12 22:00:00,17.9,8,1,0,1,8,1,,,0,1,0.5,8,ìÏ,8,1,,0,1,80,8,1,16.4,8,1
2008/6/12 23:00:00,17.4,8,1,0,1,8,1,,,0,1,0.5,8,ñkìå,8,1,,0,1,82,8,1,16.3,8,1
2008/6/13 00:00:00,16.3,8,1,0,1,8,1,,,0,1,1.1,8,ñkìå,8,1,,0,1,86,8,1,16.0,8,1
2008/6/13 1:00:00,15.4,8,1,0,1,8,1,,,0,1,0.5,8,ìÏìÏêº,8,1,,0,1,88,8,1,15.4,8,1
2008/6/13 2:00:00,14.5,8,1,0,1,8,1,,,0,1,1.9,8,êºñkêº,8,1,,0,1,83,8,1,13.7,8,1
2008/6/13 3:00:00,13.4,8,1,0,1,8,1,,,0,1,1.0,8,ñkñkìå,8,1,,0,1,87,8,1,13.4,8,1
2008/6/13 4:00:00,13.6,8,1,0,1,8,1,,,0,1,1.0,8,ìÏêº,8,1,0.00,8,1,78,8,1,12.1,8,1
2008/6/13 5:00:00,12.9,8,1,0,1,8,1,0,1,8,1,0.2,8,ê√â∏,8,1,0.02,8,1,84,8,1,12.5,8,1
2008/6/13 6:00:00,14.5,8,1,0,1,8,1,0.8,0,8,1,1.7,8,ìÏìå,8,1,0.39,8,1,80,8,1,13.2,8,1
2008/6/13 7:00:00,15.9,8,1,0,1,8,1,1.0,0,8,1,1.1,8,ìÏìå,8,1,1.12,8,1,72,8,1,13.0,8,1
2008/6/13 8:00:00,17.8,8,1,0,1,8,1,1.0,0,8,1,0.7,8,êº,8,1,1.89,8,1,64,8,1,13.0,8,1
2008/6/13 9:00:00,20.4,8,1,0,1,8,1,1.0,0,8,1,1.1,8,êº,8,1,2.56,8,1,53,8,1,12.7,8,1
2008/6/13 10:00:00,22.4,8,1,0,1,8,1,1.0,0,8,1,1.6,8,ìÏìÏêº,8,1,3.08,8,1,50,8,1,13.6,8,1
2008/6/13 11:00:00,23.9,8,1,0,1,8,1,1.0,0,8,1,1.6,8,ñkñkêº,8,1,3.44,8,1,42,8,1,12.4,8,1
2008/6/13 12:00:00,26.2,8,1,0,1,8,1,1.0,0,8,1,1.9,8,êºìÏêº,8,1,3.61,8,1,40,8,1,13.6,8,1
2008/6/13 13:00:00,27.4,8,1,0,1,8,1,0.9,0,8,1,2.2,8,êº,8,1,3.28,8,1,41,8,1,15.0,8,1
2008/6/13 14:00:00,28.4,8,1,0,1,8,1,1.0,0,8,1,3.6,8,ìÏìÏêº,8,1,3.29,8,1,29,8,1,11.2,8,1
2008/6/13 15:00:00,26.2,8,1,0,1,8,1,0.8,0,8,1,7.6,8,ìÏêº,8,1,2.45,8,1,51,8,1,17.4,8,1
2008/6/13 16:00:00,26.0,8,1,0,1,8,1,0.4,0,8,1,7.3,8,ìÏìÏêº,8,1,1.30,8,1,55,8,1,18.5,8,1
2008/6/13 17:00:00,24.6,8,1,0,1,8,1,0.3,0,8,1,3.1,8,ìÏêº,8,1,0.78,8,1,62,8,1,19.1,8,1
2008/6/13 18:00:00,23.8,8,1,0,1,8,1,0,1,8,1,1.6,8,ìÏìÏêº,8,1,0.29,8,1,64,8,1,18.9,8,1
2008/6/13 19:00:00,22.6,8,1,0,1,8,1,0.1,0,8,1,2.5,8,ñkêº,8,1,0.10,8,1,68,8,1,18.6,8,1
2008/6/13 20:00:00,21.5,8,1,0,1,8,1,0,1,8,1,2.3,8,ñkêº,8,1,0.00,8,1,74,8,1,19.0,8,1
2008/6/13 21:00:00,20.6,8,1,0,1,8,1,,,0,1,2.1,8,êºñkêº,8,1,,0,1,78,8,1,18.9,8,1
2008/6/13 22:00:00,20.0,8,1,0,1,8,1,,,0,1,2.2,8,êºñkêº,8,1,,0,1,81,8,1,18.9,8,1
2008/6/13 23:00:00,19.5,8,1,0,1,8,1,,,0,1,2.4,8,êºñkêº,8,1,,0,1,82,8,1,18.6,8,1
2008/6/14 00:00:00,19.3,8,1,0,1,8,1,,,0,1,0.9,8,ìÏìÏêº,8,1,,0,1,81,8,1,18.2,8,1
2008/6/14 1:00:00,18.9,8,1,0,1,8,1,,,0,1,1.1,8,ìÏêº,8,1,,0,1,77,8,1,16.8,8,1
2008/6/14 2:00:00,19.0,8,1,0,1,8,1,,,0,1,1.1,8,êºìÏêº,8,1,,0,1,75,8,1,16.5,8,1
2008/6/14 3:00:00,18.9,8,1,0,1,8,1,,,0,1,1.3,8,êºìÏêº,8,1,,0,1,75,8,1,16.4,8,1
2008/6/14 4:00:00,18.5,8,1,0,1,8,1,,,0,1,0.9,8,êºìÏêº,8,1,0.00,8,1,77,8,1,16.4,8,1
2008/6/14 5:00:00,18.3,8,1,0,1,8,1,0,1,8,1,0.8,8,ìÏìÏêº,8,1,0.02,8,1,76,8,1,16.0,8,1
2008/6/14 6:00:00,18.6,8,1,0,1,8,1,0,1,8,1,1.4,8,ìÏìÏêº,8,1,0.21,8,1,75,8,1,16.1,8,1
2008/6/14 7:00:00,19.3,8,1,0,1,8,1,0.2,0,8,1,1.4,8,ìÏ,8,1,0.63,8,1,73,8,1,16.3,8,1
2008/6/14 8:00:00,20.3,8,1,0,1,8,1,1.0,0,8,1,1.3,8,êºñkêº,8,1,1.29,8,1,71,8,1,16.9,8,1
2008/6/14 9:00:00,22.3,8,1,0,1,8,1,1.0,0,8,1,0.9,8,ìÏ,8,1,2.05,8,1,63,8,1,16.9,8,1
2008/6/14 10:00:00,23.8,8,1,0,1,8,1,1.0,0,8,1,1.2,8,ìÏìå,8,1,2.94,8,1,56,8,1,16.5,8,1
2008/6/14 11:00:00,26.0,8,1,0,1,8,1,1.0,0,8,1,1.1,8,ñkìå,8,1,3.42,8,1,49,8,1,16.5,8,1
2008/6/14 12:00:00,27.5,8,1,0,1,8,1,1.0,0,8,1,1.3,8,ìÏìå,8,1,3.57,8,1,39,8,1,14.3,8,1
2008/6/14 13:00:00,29.6,8,1,0,1,8,1,1.0,0,8,1,2.4,8,ìÏìÏêº,8,1,3.57,8,1,28,8,1,11.6,8,1
2008/6/14 14:00:00,28.5,8,1,0,1,8,1,1.0,0,8,1,5.5,8,ìÏêº,8,1,2.64,8,1,38,8,1,14.8,8,1
2008/6/14 15:00:00,29.0,8,1,0,1,8,1,1.0,0,8,1,5.8,8,ìÏêº,8,1,2.45,8,1,38,8,1,15.3,8,1
2008/6/14 16:00:00,28.3,8,1,0,1,8,1,1.0,0,8,1,5.1,8,ìÏêº,8,1,2.01,8,1,41,8,1,15.8,8,1
2008/6/14 17:00:00,26.7,8,1,0,1,8,1,0.8,0,8,1,2.8,8,ìÏìÏêº,8,1,1.30,8,1,43,8,1,15.1,8,1
2008/6/14 18:00:00,25.0,8,1,0,1,8,1,0,1,8,1,4.0,8,ìÏêº,8,1,0.28,8,1,47,8,1,14.9,8,1
2008/6/14 19:00:00,24.0,8,1,0,1,8,1,0,1,8,1,3.3,8,êºìÏêº,8,1,0.11,8,1,48,8,1,14.3,8,1
2008/6/14 20:00:00,23.0,8,1,0,1,8,1,0,1,8,1,3.8,8,êº,8,1,0.00,8,1,53,8,1,14.9,8,1
2008/6/14 21:00:00,21.9,8,1,0,1,8,1,,,0,1,3.5,8,êºñkêº,8,1,,0,1,47,8,1,12.4,8,1
2008/6/14 22:00:00,20.5,8,1,0,1,8,1,,,0,1,3.2,8,êº,8,1,,0,1,53,8,1,12.8,8,1
2008/6/14 23:00:00,20.0,8,1,0,1,8,1,,,0,1,2.9,8,êºñkêº,8,1,,0,1,54,8,1,12.6,8,1
2008/6/15 00:00:00,19.4,8,1,0.0,0,8,1,,,0,1,3.0,8,ñkêº,8,1,,0,1,56,8,1,12.6,8,1
2008/6/15 1:00:00,19.1,8,1,0,1,8,1,,,0,1,3.1,8,ñkêº,8,1,,0,1,58,8,1,12.9,8,1
2008/6/15 2:00:00,18.5,8,1,0,1,8,1,,,0,1,1.8,8,êº,8,1,,0,1,59,8,1,12.6,8,1
2008/6/15 3:00:00,18.4,8,1,0,1,8,1,,,0,1,1.0,8,êºìÏêº,8,1,,0,1,60,8,1,12.7,8,1
2008/6/15 4:00:00,18.1,8,1,0.0,0,8,1,,,0,1,1.3,8,êº,8,1,0.00,8,1,62,8,1,12.9,8,1
2008/6/15 5:00:00,17.7,8,1,0,1,8,1,0,1,8,1,1.8,8,êºñkêº,8,1,0.00,8,1,63,8,1,12.8,8,1
2008/6/15 6:00:00,17.7,8,1,0,1,8,1,0,1,8,1,1.0,8,êº,8,1,0.13,8,1,64,8,1,12.9,8,1
2008/6/15 7:00:00,18.4,8,1,0,1,8,1,0,1,8,1,0.6,8,ìÏìå,8,1,0.39,8,1,59,8,1,12.5,8,1
2008/6/15 8:00:00,19.7,8,1,0,1,8,1,0,1,8,1,1.4,8,ìÏìÏêº,8,1,0.81,8,1,60,8,1,13.7,8,1
2008/6/15 9:00:00,21.0,8,1,0,1,8,1,0.8,0,8,1,0.9,8,ìÏìÏìå,8,1,2.38,8,1,53,8,1,13.2,8,1
2008/6/15 10:00:00,22.7,8,1,0,1,8,1,1.0,0,8,1,2.1,8,ìÏ,8,1,2.98,8,1,52,8,1,14.3,8,1
2008/6/15 11:00:00,22.9,8,1,0,1,8,1,1.0,0,8,1,2.3,8,êºìÏêº,8,1,3.32,8,1,46,8,1,12.9,8,1
2008/6/15 12:00:00,24.7,8,1,0,1,8,1,1.0,0,8,1,3.1,8,êºìÏêº,8,1,3.18,8,1,43,8,1,13.4,8,1
2008/6/15 13:00:00,24.9,8,1,0,1,8,1,1.0,0,8,1,4.6,8,ìÏêº,8,1,3.47,8,1,47,8,1,14.8,8,1
2008/6/15 14:00:00,25.1,8,1,0,1,8,1,1.0,0,8,1,6.9,8,ìÏêº,8,1,3.43,8,1,46,8,1,14.7,8,1
2008/6/15 15:00:00,23.9,8,1,0,1,8,1,1.0,0,8,1,7.5,8,ìÏêº,8,1,2.63,8,1,48,8,1,14.2,8,1
2008/6/15 16:00:00,22.8,8,1,0,1,8,1,0.3,0,8,1,6.7,8,ìÏêº,8,1,1.41,8,1,51,8,1,14.1,8,1
2008/6/15 17:00:00,21.9,8,1,0,1,8,1,0.1,0,8,1,5.7,8,ìÏêº,8,1,1.02,8,1,56,8,1,14.7,8,1
2008/6/15 18:00:00,20.8,8,1,0,1,8,1,0,1,8,1,4.1,8,ìÏêº,8,1,0.45,8,1,60,8,1,14.8,8,1
2008/6/15 19:00:00,19.9,8,1,0,1,8,1,0,1,8,1,5.0,8,ìÏêº,8,1,0.08,8,1,63,8,1,14.7,8,1
2008/6/15 20:00:00,19.5,8,1,0,1,8,1,0,1,8,1,2.9,8,ìÏêº,8,1,0.00,8,1,62,8,1,14.0,8,1
2008/6/15 21:00:00,19.4,8,1,0,1,8,1,,,0,1,1.5,8,êºñkêº,8,1,,0,1,61,8,1,13.7,8,1
2008/6/15 22:00:00,19.1,8,1,0,1,8,1,,,0,1,2.1,8,êºñkêº,8,1,,0,1,64,8,1,14.1,8,1
2008/6/15 23:00:00,18.8,8,1,0,1,8,1,,,0,1,1.7,8,êº,8,1,,0,1,67,8,1,14.5,8,1
2008/6/16 00:00:00,18.3,8,1,0,1,8,1,,,0,1,1.4,8,êºìÏêº,8,1,,0,1,70,8,1,14.7,8,1
2008/6/16 1:00:00,17.8,8,1,0,1,8,1,,,0,1,1.5,8,êº,8,1,,0,1,74,8,1,15.1,8,1
2008/6/16 2:00:00,17.6,8,1,0,1,8,1,,,0,1,0.4,8,ìÏìÏêº,8,1,,0,1,74,8,1,14.9,8,1
2008/6/16 3:00:00,17.3,8,1,0,1,8,1,,,0,1,0.8,8,êº,8,1,,0,1,76,8,1,15.0,8,1
2008/6/16 4:00:00,17.2,8,1,0,1,8,1,,,0,1,0.9,8,êºìÏêº,8,1,0.00,8,1,77,8,1,15.1,8,1
2008/6/16 5:00:00,17.2,8,1,0,1,8,1,0,1,8,1,0.9,8,ñkêº,8,1,0.00,8,1,76,8,1,14.9,8,1
2008/6/16 6:00:00,17.6,8,1,0,1,8,1,0,1,8,1,0.3,8,ìÏìÏêº,8,1,0.21,8,1,74,8,1,14.9,8,1
2008/6/16 7:00:00,18.8,8,1,0,1,8,1,0.9,0,8,1,0.6,8,ìÏìÏêº,8,1,1.03,8,1,70,8,1,15.2,8,1
2008/6/16 8:00:00,19.9,8,1,0,1,8,1,1.0,0,8,1,0.9,8,êºìÏêº,8,1,1.82,8,1,64,8,1,14.9,8,1
2008/6/16 9:00:00,22.3,8,1,0,1,8,1,1.0,0,8,1,1.3,8,ñkêº,8,1,2.51,8,1,56,8,1,15.1,8,1
2008/6/16 10:00:00,23.9,8,1,0,1,8,1,1.0,0,8,1,1.4,8,êºìÏêº,8,1,3.10,8,1,48,8,1,14.2,8,1
2008/6/16 11:00:00,24.8,8,1,0,1,8,1,1.0,0,8,1,1.4,8,ìåñkìå,8,1,3.45,8,1,40,8,1,12.5,8,1
2008/6/16 12:00:00,26.8,8,1,0,1,8,1,1.0,0,8,1,1.4,8,ìå,8,1,3.63,8,1,37,8,1,13.0,8,1
2008/6/16 13:00:00,27.5,8,1,0,1,8,1,1.0,0,8,1,1.8,8,êºìÏêº,8,1,3.67,8,1,35,8,1,12.9,8,1
2008/6/16 14:00:00,29.1,8,1,0,1,8,1,1.0,0,8,1,1.4,8,ìÏìÏêº,8,1,3.31,8,1,32,8,1,12.9,8,1
2008/6/16 15:00:00,28.9,8,1,0,1,8,1,1.0,0,8,1,5.3,8,ìÏêº,8,1,2.89,8,1,40,8,1,16.0,8,1
2008/6/16 16:00:00,27.8,8,1,0,1,8,1,1.0,0,8,1,7.6,8,ìÏêº,8,1,2.19,8,1,44,8,1,16.4,8,1
2008/6/16 17:00:00,26.4,8,1,0,1,8,1,1.0,0,8,1,7.4,8,ìÏìÏêº,8,1,1.36,8,1,49,8,1,16.8,8,1
2008/6/16 18:00:00,24.7,8,1,0,1,8,1,0.2,0,8,1,4.8,8,ìÏêº,8,1,0.51,8,1,54,8,1,16.8,8,1
2008/6/16 19:00:00,23.4,8,1,0,1,8,1,0,1,8,1,5.0,8,ìÏêº,8,1,0.12,8,1,59,8,1,16.9,8,1
2008/6/16 20:00:00,22.4,8,1,0,1,8,1,0,1,8,1,3.9,8,ñkêº,8,1,0.00,8,1,65,8,1,17.6,8,1
