É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2015/06/15 08:34:07

,åFñ{,åFñ{,åFñ{,åFñ{,åFñ{,åFñ{,åFñ{,åFñ{,åFñ{,åFñ{,åFñ{,åFñ{,åFñ{,åFñ{,åFñ{,åFñ{,åFñ{,åFñ{,åFñ{,åFñ{,åFñ{,åFñ{,åFñ{,åFñ{,åFñ{
2008/12/9 3:00:00,8.1,8,1,0.0,0,8,1,0,1,8,1,1.1,8,ñkìå,8,1,0,8,1,95,8,1,10.3,8,1
2008/12/9 4:00:00,8.3,8,1,0.5,0,8,1,0,1,8,1,2.1,8,ñkñkìå,8,1,0,8,1,96,8,1,10.5,8,1
2008/12/9 5:00:00,8.1,8,1,2.0,0,8,1,0,1,8,1,0.7,8,êºñkêº,8,1,0,8,1,96,8,1,10.4,8,1
2008/12/9 6:00:00,8.5,8,1,2.0,0,8,1,0,1,8,1,1.7,8,ñkñkìå,8,1,0,8,1,96,8,1,10.7,8,1
2008/12/9 7:00:00,8.6,8,1,1.0,0,8,1,0,1,8,1,2.0,8,ñkñkìå,8,1,0.00,8,1,97,8,1,10.8,8,1
2008/12/9 8:00:00,8.8,8,1,1.0,0,8,1,0.0,0,8,1,2.0,8,ñkñkìå,8,1,0.01,8,1,97,8,1,11.0,8,1
2008/12/9 9:00:00,9.4,8,1,1.5,0,8,1,0.0,0,8,1,1.5,8,ñkñkêº,8,1,0.08,8,1,96,8,1,11.3,8,1
2008/12/9 10:00:00,10.0,8,1,1.0,0,8,1,0.0,0,8,1,2.6,8,ñkñkìå,8,1,0.17,8,1,96,8,1,11.8,8,1
2008/12/9 11:00:00,11.1,8,1,1.0,0,8,1,0.0,0,8,1,1.9,8,ñk,8,1,0.34,8,1,95,8,1,12.6,8,1
2008/12/9 12:00:00,12.2,8,1,0.0,0,8,1,0.0,0,8,1,0.7,8,ñkñkêº,8,1,0.38,8,1,94,8,1,13.4,8,1
2008/12/9 13:00:00,12.9,8,1,0.0,0,8,1,0.0,0,8,1,0.8,8,ìÏ,8,1,0.73,8,1,91,8,1,13.5,8,1
2008/12/9 14:00:00,14.5,8,1,0.0,0,8,1,0.2,0,8,1,1.6,8,ìåìÏìå,8,1,1.23,8,1,82,8,1,13.5,8,1
2008/12/9 15:00:00,15.1,8,1,0,1,8,1,0.4,0,8,1,0.9,8,ñkêº,8,1,0.92,8,1,79,8,1,13.6,8,1
2008/12/9 16:00:00,15.3,8,1,0,1,8,1,0.4,0,8,1,0.6,8,êº,8,1,0.57,8,1,76,8,1,13.2,8,1
2008/12/9 17:00:00,13.7,8,1,0,1,8,1,0.4,0,8,1,1.2,8,ìÏêº,8,1,0.21,8,1,87,8,1,13.6,8,1
2008/12/9 18:00:00,12.5,8,1,0,1,8,1,0.0,0,8,1,1.3,8,êºìÏêº,8,1,0.00,8,1,93,8,1,13.5,8,1
2008/12/9 19:00:00,11.5,8,1,0,1,8,1,0,1,8,1,0.5,8,ìÏìÏìå,8,1,0,8,1,94,8,1,12.8,8,1
2008/12/9 20:00:00,10.5,8,1,0,1,8,1,0,1,8,1,1.2,8,ñkñkêº,8,1,0,8,1,95,8,1,12.1,8,1
2008/12/9 21:00:00,10.0,8,1,0,1,8,1,0,1,8,1,1.5,8,ñkñkêº,8,1,0,8,1,96,8,1,11.8,8,1
2008/12/9 22:00:00,9.0,8,1,0,1,8,1,0,1,8,1,1.4,8,ìåñkìå,8,1,0,8,1,97,8,1,11.1,8,1
2008/12/9 23:00:00,8.3,8,1,0,1,8,1,0,1,8,1,1.1,8,ñk,8,1,0,8,1,97,8,1,10.6,8,1
2008/12/10 00:00:00,8.9,8,1,0,1,8,1,0,1,8,1,2.0,8,ñk,8,1,0,8,1,97,8,1,11.1,8,1
2008/12/10 1:00:00,8.2,8,1,0,1,8,1,0,1,8,1,2.0,8,ñkñkìå,8,1,0,8,1,97,8,1,10.5,8,1
2008/12/10 2:00:00,7.5,8,1,0,1,8,1,0,1,8,1,1.8,8,ñk,8,1,0,8,1,97,8,1,10.1,8,1
2008/12/10 3:00:00,6.0,8,1,0,1,8,1,0,1,8,1,1.0,8,ñk,8,1,0,8,1,98,8,1,9.2,8,1
2008/12/10 4:00:00,5.4,8,1,0,1,8,1,0,1,8,1,2.1,8,ñkñkìå,8,1,0,8,1,98,8,1,8.8,8,1
2008/12/10 5:00:00,4.7,8,1,0,1,8,1,0,1,8,1,1.7,8,ñk,8,1,0,8,1,98,8,1,8.4,8,1
2008/12/10 6:00:00,4.3,8,1,0,1,8,1,0,1,8,1,3.1,8,ñkñkìå,8,1,0,8,1,98,8,1,8.1,8,1
2008/12/10 7:00:00,4.4,8,1,0,1,8,1,0,1,8,1,1.4,8,ñk,8,1,0.00,8,1,98,8,1,8.2,8,1
2008/12/10 8:00:00,4.2,8,1,0,1,8,1,0.0,0,8,1,0.5,8,ñk,8,1,0.10,8,1,98,8,1,8.1,8,1
2008/12/10 9:00:00,6.4,8,1,0,1,8,1,0.9,0,8,1,0.4,8,ñk,8,1,0.60,8,1,98,8,1,9.4,8,1
2008/12/10 10:00:00,9.2,8,1,0,1,8,1,1.0,0,8,1,0.2,8,ê√â∏,8,1,1.24,8,1,92,8,1,10.7,8,1
2008/12/10 11:00:00,12.4,8,1,0,1,8,1,1.0,0,8,1,0.6,8,ìÏ,8,1,1.65,8,1,80,8,1,11.5,8,1
2008/12/10 12:00:00,14.2,8,1,0,1,8,1,1.0,0,8,1,1.6,8,ìÏìÏêº,8,1,1.89,8,1,68,8,1,11.0,8,1
2008/12/10 13:00:00,14.8,8,1,0,1,8,1,1.0,0,8,1,2.0,8,ìÏ,8,1,1.95,8,1,69,8,1,11.6,8,1
2008/12/10 14:00:00,14.7,8,1,0,1,8,1,1.0,0,8,1,2.4,8,ìÏ,8,1,1.77,8,1,71,8,1,11.9,8,1
2008/12/10 15:00:00,15.3,8,1,0,1,8,1,1.0,0,8,1,1.4,8,ìÏ,8,1,1.36,8,1,69,8,1,12.0,8,1
2008/12/10 16:00:00,14.8,8,1,0,1,8,1,1.0,0,8,1,1.5,8,ìÏìÏêº,8,1,0.80,8,1,67,8,1,11.3,8,1
2008/12/10 17:00:00,13.6,8,1,0,1,8,1,0.6,0,8,1,0.9,8,ìÏìÏêº,8,1,0.24,8,1,78,8,1,12.1,8,1
2008/12/10 18:00:00,11.5,8,1,0,1,8,1,0.0,0,8,1,0.3,8,êºìÏêº,8,1,0.00,8,1,89,8,1,12.1,8,1
2008/12/10 19:00:00,10.9,8,1,0,1,8,1,0,1,8,1,1.2,8,ñkêº,8,1,0,8,1,91,8,1,11.9,8,1
2008/12/10 20:00:00,9.9,8,1,0,1,8,1,0,1,8,1,0.3,8,ñkñkêº,8,1,0,8,1,93,8,1,11.3,8,1
2008/12/10 21:00:00,9.1,8,1,0,1,8,1,0,1,8,1,0.9,8,ñk,8,1,0,8,1,93,8,1,10.7,8,1
2008/12/10 22:00:00,8.1,8,1,0,1,8,1,0,1,8,1,0.7,8,ñkìå,8,1,0,8,1,94,8,1,10.2,8,1
2008/12/10 23:00:00,7.1,8,1,0,1,8,1,0,1,8,1,0.5,8,êºìÏêº,8,1,0,8,1,93,8,1,9.4,8,1
2008/12/11 00:00:00,6.3,8,1,0,1,8,1,0,1,8,1,1.3,8,ñkñkìå,8,1,0,8,1,94,8,1,9.0,8,1
2008/12/11 1:00:00,5.7,8,1,0,1,8,1,0,1,8,1,0.7,8,ñk,8,1,0,8,1,93,8,1,8.5,8,1
2008/12/11 2:00:00,5.3,8,1,0,1,8,1,0,1,8,1,0.9,8,ñk,8,1,0,8,1,93,8,1,8.3,8,1
2008/12/11 3:00:00,4.5,8,1,0,1,8,1,0,1,8,1,1.6,8,ñkñkìå,8,1,0,8,1,94,8,1,7.9,8,1
2008/12/11 4:00:00,4.8,8,1,0,1,8,1,0,1,8,1,2.4,8,ñk,8,1,0,8,1,88,8,1,7.6,8,1
2008/12/11 5:00:00,4.3,8,1,0,1,8,1,0,1,8,1,1.7,8,ìåñkìå,8,1,0,8,1,90,8,1,7.5,8,1
2008/12/11 6:00:00,4.0,8,1,0,1,8,1,0,1,8,1,2.3,8,ñkìå,8,1,0,8,1,91,8,1,7.4,8,1
2008/12/11 7:00:00,3.4,8,1,0,1,8,1,0,1,8,1,0.7,8,ñkñkìå,8,1,0.00,8,1,93,8,1,7.3,8,1
2008/12/11 8:00:00,4.5,8,1,0,1,8,1,0.3,0,8,1,0.3,8,ìÏ,8,1,0.15,8,1,91,8,1,7.7,8,1
2008/12/11 9:00:00,6.8,8,1,0,1,8,1,0.7,0,8,1,0.9,8,ìå,8,1,0.61,8,1,85,8,1,8.4,8,1
2008/12/11 10:00:00,8.2,8,1,0,1,8,1,0.1,0,8,1,2.0,8,ñkêº,8,1,0.53,8,1,77,8,1,8.4,8,1
2008/12/11 11:00:00,12.9,8,1,0,1,8,1,0.6,0,8,1,1.8,8,ìÏìå,8,1,1.43,8,1,58,8,1,8.6,8,1
2008/12/11 12:00:00,15.5,8,1,0.0,0,8,1,0.8,0,8,1,2.1,8,ìÏìÏêº,8,1,1.53,8,1,49,8,1,8.6,8,1
2008/12/11 13:00:00,13.8,8,1,2.0,0,8,1,0.2,0,8,1,2.4,8,ìÏ,8,1,0.75,8,1,83,8,1,13.1,8,1
2008/12/11 14:00:00,15.6,8,1,0,1,8,1,0.4,0,8,1,1.8,8,ìÏ,8,1,1.29,8,1,76,8,1,13.5,8,1
2008/12/11 15:00:00,16.8,8,1,0,1,8,1,0.7,0,8,1,1.0,8,ìÏ,8,1,1.12,8,1,73,8,1,14.0,8,1
2008/12/11 16:00:00,17.0,8,1,0,1,8,1,0.8,0,8,1,0.9,8,ìÏêº,8,1,0.68,8,1,70,8,1,13.6,8,1
2008/12/11 17:00:00,15.1,8,1,0,1,8,1,0.5,0,8,1,2.2,8,ñkñkêº,8,1,0.22,8,1,82,8,1,14.1,8,1
2008/12/11 18:00:00,13.7,8,1,0,1,8,1,0.0,0,8,1,1.1,8,ñkñkêº,8,1,0.00,8,1,89,8,1,14.0,8,1
2008/12/11 19:00:00,13.4,8,1,0,1,8,1,0,1,8,1,1.3,8,êº,8,1,0,8,1,87,8,1,13.4,8,1
2008/12/11 20:00:00,12.5,8,1,0,1,8,1,0,1,8,1,1.5,8,ìå,8,1,0,8,1,90,8,1,13.0,8,1
2008/12/11 21:00:00,11.9,8,1,0,1,8,1,0,1,8,1,3.5,8,ñk,8,1,0,8,1,88,8,1,12.3,8,1
2008/12/11 22:00:00,11.2,8,1,0,1,8,1,0,1,8,1,2.7,8,ñkñkêº,8,1,0,8,1,83,8,1,11.0,8,1
2008/12/11 23:00:00,10.8,8,1,0,1,8,1,0,1,8,1,0.4,8,ìÏìå,8,1,0,8,1,83,8,1,10.8,8,1
2008/12/12 00:00:00,10.0,8,1,0,1,8,1,0,1,8,1,0.4,8,ñkñkêº,8,1,0,8,1,84,8,1,10.3,8,1
2008/12/12 1:00:00,9.6,8,1,0,1,8,1,0,1,8,1,1.0,8,ñk,8,1,0,8,1,85,8,1,10.2,8,1
2008/12/12 2:00:00,8.2,8,1,0,1,8,1,0,1,8,1,2.0,8,ñkñkìå,8,1,0,8,1,90,8,1,9.8,8,1
2008/12/12 3:00:00,7.4,8,1,0,1,8,1,0,1,8,1,1.0,8,ñkñkêº,8,1,0,8,1,93,8,1,9.6,8,1
2008/12/12 4:00:00,6.7,8,1,0,1,8,1,0,1,8,1,2.5,8,ñkñkìå,8,1,0,8,1,94,8,1,9.2,8,1
2008/12/12 5:00:00,5.9,8,1,0,1,8,1,0,1,8,1,2.8,8,ñkñkìå,8,1,0,8,1,95,8,1,8.8,8,1
2008/12/12 6:00:00,4.8,8,1,0,1,8,1,0,1,8,1,2.1,8,ñkìå,8,1,0,8,1,97,8,1,8.3,8,1
2008/12/12 7:00:00,4.4,8,1,0,1,8,1,0,1,8,1,2.4,8,ñkìå,8,1,0.00,8,1,97,8,1,8.1,8,1
2008/12/12 8:00:00,4.2,8,1,0,1,8,1,0.1,0,8,1,0.9,8,ñkñkìå,8,1,0.10,8,1,97,8,1,8.0,8,1
2008/12/12 9:00:00,6.7,8,1,0,1,8,1,1.0,0,8,1,1.6,8,ñkñkìå,8,1,0.62,8,1,88,8,1,8.6,8,1
2008/12/12 10:00:00,9.8,8,1,0,1,8,1,1.0,0,8,1,0.4,8,ñk,8,1,1.23,8,1,80,8,1,9.7,8,1
2008/12/12 11:00:00,12.0,8,1,0,1,8,1,1.0,0,8,1,0.9,8,ìÏìå,8,1,1.72,8,1,69,8,1,9.7,8,1
2008/12/12 12:00:00,13.6,8,1,0,1,8,1,1.0,0,8,1,1.1,8,ñkñkìå,8,1,2.02,8,1,58,8,1,9.0,8,1
2008/12/12 13:00:00,14.6,8,1,0,1,8,1,1.0,0,8,1,1.4,8,ìå,8,1,2.08,8,1,51,8,1,8.5,8,1
2008/12/12 14:00:00,15.0,8,1,0,1,8,1,1.0,0,8,1,1.5,8,ìÏìÏìå,8,1,1.84,8,1,49,8,1,8.4,8,1
2008/12/12 15:00:00,15.2,8,1,0,1,8,1,1.0,0,8,1,2.3,8,ìÏìÏêº,8,1,1.45,8,1,59,8,1,10.2,8,1
2008/12/12 16:00:00,15.0,8,1,0,1,8,1,1.0,0,8,1,0.4,8,ñkìå,8,1,0.89,8,1,49,8,1,8.4,8,1
2008/12/12 17:00:00,13.4,8,1,0,1,8,1,0.8,0,8,1,0.7,8,ñkêº,8,1,0.28,8,1,64,8,1,9.8,8,1
2008/12/12 18:00:00,11.1,8,1,0,1,8,1,0.0,0,8,1,0.6,8,êºñkêº,8,1,0.00,8,1,74,8,1,9.8,8,1
2008/12/12 19:00:00,9.7,8,1,0,1,8,1,0,1,8,1,0.6,8,êº,8,1,0,8,1,81,8,1,9.7,8,1
2008/12/12 20:00:00,9.0,8,1,0,1,8,1,0,1,8,1,1.0,8,ìåñkìå,8,1,0,8,1,84,8,1,9.6,8,1
2008/12/12 21:00:00,8.2,8,1,0,1,8,1,0,1,8,1,0.6,8,ñkñkêº,8,1,0,8,1,85,8,1,9.2,8,1
2008/12/12 22:00:00,7.3,8,1,0,1,8,1,0,1,8,1,0.5,8,ñkñkìå,8,1,0,8,1,89,8,1,9.1,8,1
2008/12/12 23:00:00,7.2,8,1,0,1,8,1,0,1,8,1,0.9,8,êºñkêº,8,1,0,8,1,89,8,1,9.0,8,1
2008/12/13 00:00:00,6.2,8,1,0,1,8,1,0,1,8,1,0.9,8,ñkìå,8,1,0,8,1,92,8,1,8.7,8,1
2008/12/13 1:00:00,5.6,8,1,0,1,8,1,0,1,8,1,1.2,8,ñkñkêº,8,1,0,8,1,89,8,1,8.1,8,1
2008/12/13 2:00:00,4.8,8,1,0,1,8,1,0,1,8,1,0.7,8,ìåñkìå,8,1,0,8,1,92,8,1,7.9,8,1
2008/12/13 3:00:00,4.7,8,1,0,1,8,1,0,1,8,1,0.7,8,ñkñkìå,8,1,0,8,1,93,8,1,7.9,8,1
2008/12/13 4:00:00,3.7,8,1,0,1,8,1,0,1,8,1,1.7,8,ñkñkìå,8,1,0,8,1,92,8,1,7.3,8,1
2008/12/13 5:00:00,4.4,8,1,0,1,8,1,0,1,8,1,4.1,8,ñkñkêº,8,1,0,8,1,89,8,1,7.4,8,1
2008/12/13 6:00:00,3.9,8,1,0,1,8,1,0,1,8,1,2.4,8,ìå,8,1,0,8,1,92,8,1,7.4,8,1
2008/12/13 7:00:00,3.7,8,1,0,1,8,1,0,1,8,1,1.5,8,ñkñkìå,8,1,0.00,8,1,87,8,1,6.9,8,1
2008/12/13 8:00:00,4.9,8,1,0,1,8,1,0.2,0,8,1,1.8,8,ñk,8,1,0.13,8,1,83,8,1,7.2,8,1
2008/12/13 9:00:00,5.4,8,1,0,1,8,1,0.1,0,8,1,1.7,8,ñkìå,8,1,0.30,8,1,85,8,1,7.6,8,1
2008/12/13 10:00:00,7.0,8,1,0,1,8,1,0.0,0,8,1,1.5,8,ìåñkìå,8,1,0.53,8,1,80,8,1,8.0,8,1
2008/12/13 11:00:00,8.6,8,1,0,1,8,1,0.0,0,8,1,0.4,8,ñk,8,1,0.68,8,1,75,8,1,8.4,8,1
2008/12/13 12:00:00,9.6,8,1,0,1,8,1,0.0,0,8,1,0.4,8,ìåìÏìå,8,1,0.58,8,1,71,8,1,8.5,8,1
2008/12/13 13:00:00,9.9,8,1,0.0,0,8,1,0.0,0,8,1,1.8,8,ìÏêº,8,1,0.37,8,1,73,8,1,8.9,8,1
2008/12/13 14:00:00,9.9,8,1,0.0,0,8,1,0.0,0,8,1,1.8,8,ìÏìå,8,1,0.25,8,1,84,8,1,10.2,8,1
2008/12/13 15:00:00,9.3,8,1,0.0,0,8,1,0.0,0,8,1,1.7,8,ìÏìå,8,1,0.20,8,1,88,8,1,10.3,8,1
2008/12/13 16:00:00,9.2,8,1,0.0,0,8,1,0.0,0,8,1,0.5,8,ñkñkìå,8,1,0.14,8,1,89,8,1,10.4,8,1
2008/12/13 17:00:00,9.2,8,1,0.0,0,8,1,0.0,0,8,1,1.0,8,ìåñkìå,8,1,0.04,8,1,91,8,1,10.6,8,1
2008/12/13 18:00:00,8.9,8,1,0.0,0,8,1,0.0,0,8,1,1.0,8,ñkìå,8,1,0.00,8,1,92,8,1,10.5,8,1
2008/12/13 19:00:00,8.8,8,1,0.0,0,8,1,0,1,8,1,0.9,8,ñkìå,8,1,0,8,1,91,8,1,10.3,8,1
2008/12/13 20:00:00,8.6,8,1,0.0,0,8,1,0,1,8,1,2.3,8,ñkñkêº,8,1,0,8,1,92,8,1,10.3,8,1
2008/12/13 21:00:00,8.6,8,1,0.0,0,8,1,0,1,8,1,1.5,8,ñkñkêº,8,1,0,8,1,90,8,1,10.1,8,1
2008/12/13 22:00:00,8.6,8,1,0.0,0,8,1,0,1,8,1,1.6,8,ñk,8,1,0,8,1,88,8,1,9.8,8,1
2008/12/13 23:00:00,8.4,8,1,0.0,0,8,1,0,1,8,1,2.5,8,ñkñkìå,8,1,0,8,1,91,8,1,10.0,8,1
2008/12/14 00:00:00,8.1,8,1,0.5,0,8,1,0,1,8,1,1.6,8,ñkñkìå,8,1,0,8,1,93,8,1,10.0,8,1
2008/12/14 1:00:00,8.0,8,1,0.0,0,8,1,0,1,8,1,0.2,8,ê√â∏,8,1,0,8,1,94,8,1,10.1,8,1
2008/12/14 2:00:00,7.2,8,1,0,1,8,1,0,1,8,1,1.3,8,ñkñkìå,8,1,0,8,1,96,8,1,9.8,8,1
2008/12/14 3:00:00,6.5,8,1,0,1,8,1,0,1,8,1,1.4,8,ìåñkìå,8,1,0,8,1,95,8,1,9.2,8,1
2008/12/14 4:00:00,6.6,8,1,0,1,8,1,0,1,8,1,1.6,8,ìÏêº,8,1,0,8,1,96,8,1,9.4,8,1
2008/12/14 5:00:00,6.9,8,1,0.0,0,8,1,0,1,8,1,0.5,8,êºìÏêº,8,1,0,8,1,95,8,1,9.5,8,1
2008/12/14 6:00:00,6.8,8,1,0.0,0,8,1,0,1,8,1,1.4,8,ñkñkìå,8,1,0,8,1,96,8,1,9.5,8,1
2008/12/14 7:00:00,6.9,8,1,0.0,0,8,1,0,1,8,1,0.7,8,ìåñkìå,8,1,0.00,8,1,96,8,1,9.6,8,1
2008/12/14 8:00:00,7.1,8,1,0,1,8,1,0.0,0,8,1,0.4,8,êº,8,1,0.03,8,1,96,8,1,9.7,8,1
2008/12/14 9:00:00,7.9,8,1,0.0,0,8,1,0.0,0,8,1,0.9,8,ìÏêº,8,1,0.22,8,1,94,8,1,10.0,8,1
2008/12/14 10:00:00,11.0,8,1,0,1,8,1,0.9,0,8,1,2.4,8,ñkñkêº,8,1,1.14,8,1,72,8,1,9.5,8,1
2008/12/14 11:00:00,11.6,8,1,0,1,8,1,0.8,0,8,1,5.2,8,ñkêº,8,1,1.44,8,1,59,8,1,8.1,8,1
2008/12/14 12:00:00,11.9,8,1,0,1,8,1,1.0,0,8,1,6.4,8,ñkêº,8,1,2.00,8,1,49,8,1,6.8,8,1
2008/12/14 13:00:00,12.0,8,1,0,1,8,1,1.0,0,8,1,5.3,8,ñkêº,8,1,2.04,8,1,45,8,1,6.3,8,1
2008/12/14 14:00:00,11.7,8,1,0,1,8,1,1.0,0,8,1,5.2,8,ñkñkêº,8,1,1.83,8,1,45,8,1,6.2,8,1
2008/12/14 15:00:00,11.1,8,1,0,1,8,1,1.0,0,8,1,4.8,8,ñkêº,8,1,1.50,8,1,40,8,1,5.3,8,1
2008/12/14 16:00:00,10.5,8,1,0,1,8,1,1.0,0,8,1,4.4,8,ñkêº,8,1,0.95,8,1,45,8,1,5.7,8,1
2008/12/14 17:00:00,9.0,8,1,0,1,8,1,1.0,0,8,1,3.4,8,êºñkêº,8,1,0.32,8,1,49,8,1,5.6,8,1
2008/12/14 18:00:00,8.1,8,1,0,1,8,1,0.0,0,8,1,2.7,8,êºñkêº,8,1,0.00,8,1,52,8,1,5.6,8,1
2008/12/14 19:00:00,7.7,8,1,0,1,8,1,0,1,8,1,0.7,8,êº,8,1,0,8,1,58,8,1,6.1,8,1
2008/12/14 20:00:00,8.5,8,1,0,1,8,1,0,1,8,1,2.0,8,ñkêº,8,1,0,8,1,55,8,1,6.1,8,1
2008/12/14 21:00:00,7.8,8,1,0.0,0,8,1,0,1,8,1,2.7,8,ìÏìå,8,1,0,8,1,66,8,1,7.0,8,1
2008/12/14 22:00:00,7.3,8,1,0.0,0,8,1,0,1,8,1,0.8,8,ìÏìå,8,1,0,8,1,73,8,1,7.5,8,1
2008/12/14 23:00:00,6.7,8,1,0.0,0,8,1,0,1,8,1,1.0,8,êº,8,1,0,8,1,82,8,1,8.0,8,1
2008/12/15 00:00:00,6.1,8,1,0.0,0,8,1,0,1,8,1,1.0,8,ñkêº,8,1,0,8,1,89,8,1,8.4,8,1
2008/12/15 1:00:00,6.0,8,1,0.0,0,8,1,0,1,8,1,1.0,8,ñkñkêº,8,1,0,8,1,90,8,1,8.4,8,1
2008/12/15 2:00:00,6.0,8,1,0.5,0,8,1,0,1,8,1,1.0,8,ñkñkìå,8,1,0,8,1,92,8,1,8.6,8,1
2008/12/15 3:00:00,5.9,8,1,0.0,0,8,1,0,1,8,1,0.5,8,ñkñkìå,8,1,0,8,1,93,8,1,8.6,8,1
2008/12/15 4:00:00,5.9,8,1,0.0,0,8,1,0,1,8,1,0.9,8,ñkñkìå,8,1,0,8,1,93,8,1,8.6,8,1
2008/12/15 5:00:00,5.9,8,1,0.0,0,8,1,0,1,8,1,1.2,8,ñkìå,8,1,0,8,1,92,8,1,8.5,8,1
2008/12/15 6:00:00,6.0,8,1,0.0,0,8,1,0,1,8,1,1.4,8,ñkñkìå,8,1,0,8,1,92,8,1,8.6,8,1
2008/12/15 7:00:00,6.0,8,1,0.0,0,8,1,0,1,8,1,1.2,8,ñkñkêº,8,1,0.00,8,1,93,8,1,8.7,8,1
2008/12/15 8:00:00,5.6,8,1,0,1,8,1,0.0,0,8,1,1.2,8,ñkêº,8,1,0.05,8,1,93,8,1,8.5,8,1
2008/12/15 9:00:00,7.4,8,1,0,1,8,1,0.6,0,8,1,0.1,8,ê√â∏,8,1,0.50,8,1,86,8,1,8.9,8,1
2008/12/15 10:00:00,9.8,8,1,0,1,8,1,1.0,0,8,1,1.2,8,ñkìå,8,1,1.24,8,1,70,8,1,8.5,8,1
2008/12/15 11:00:00,9.8,8,1,0,1,8,1,0.6,0,8,1,4.2,8,ñkñkêº,8,1,1.31,8,1,64,8,1,7.8,8,1
2008/12/15 12:00:00,10.3,8,1,0,1,8,1,0.1,0,8,1,3.0,8,ñkñkêº,8,1,0.95,8,1,61,8,1,7.6,8,1
2008/12/15 13:00:00,10.9,8,1,0,1,8,1,0.1,0,8,1,3.0,8,ñkñkêº,8,1,1.04,8,1,57,8,1,7.4,8,1
2008/12/15 14:00:00,11.5,8,1,0,1,8,1,0.9,0,8,1,2.3,8,ñkêº,8,1,1.84,8,1,50,8,1,6.8,8,1
2008/12/15 15:00:00,11.6,8,1,0,1,8,1,1.0,0,8,1,4.0,8,ñkñkêº,8,1,1.61,8,1,46,8,1,6.3,8,1
2008/12/15 16:00:00,10.7,8,1,0,1,8,1,0.6,0,8,1,3.3,8,ñkêº,8,1,0.72,8,1,54,8,1,6.9,8,1
2008/12/15 17:00:00,9.8,8,1,0,1,8,1,0.1,0,8,1,3.0,8,ñkñkêº,8,1,0.15,8,1,57,8,1,6.9,8,1
2008/12/15 18:00:00,8.9,8,1,0,1,8,1,0.0,0,8,1,3.3,8,ñkñkêº,8,1,0.00,8,1,57,8,1,6.5,8,1
2008/12/15 19:00:00,8.2,8,1,0,1,8,1,0,1,8,1,3.3,8,ñkñkêº,8,1,0,8,1,61,8,1,6.6,8,1
2008/12/15 20:00:00,7.9,8,1,0,1,8,1,0,1,8,1,2.9,8,ñkñkêº,8,1,0,8,1,62,8,1,6.6,8,1
2008/12/15 21:00:00,6.9,8,1,0,1,8,1,0,1,8,1,1.3,8,ñkìå,8,1,0,8,1,69,8,1,6.9,8,1
2008/12/15 22:00:00,6.0,8,1,0,1,8,1,0,1,8,1,1.7,8,ñkìå,8,1,0,8,1,74,8,1,6.9,8,1
2008/12/15 23:00:00,5.0,8,1,0,1,8,1,0,1,8,1,2.1,8,ñk,8,1,0,8,1,80,8,1,7.0,8,1
2008/12/16 00:00:00,4.1,8,1,0,1,8,1,0,1,8,1,2.0,8,ñkñkêº,8,1,0,8,1,81,8,1,6.6,8,1
2008/12/16 1:00:00,3.1,8,1,0,1,8,1,0,1,8,1,2.2,8,ñkñkìå,8,1,0,8,1,87,8,1,6.6,8,1
2008/12/16 2:00:00,2.9,8,1,0,1,8,1,0,1,8,1,2.7,8,ñkñkìå,8,1,0,8,1,86,8,1,6.5,8,1
2008/12/16 3:00:00,2.6,8,1,0,1,8,1,0,1,8,1,2.5,8,ñkñkìå,8,1,0,8,1,87,8,1,6.4,8,1
2008/12/16 4:00:00,1.9,8,1,0,1,8,1,0,1,8,1,2.9,8,ñkñkìå,8,1,0,8,1,88,8,1,6.2,8,1
2008/12/16 5:00:00,1.5,8,1,0,1,8,1,0,1,8,1,2.6,8,ñkñkìå,8,1,0,8,1,90,8,1,6.1,8,1
2008/12/16 6:00:00,1.1,8,1,0,1,8,1,0,1,8,1,1.5,8,ñkñkìå,8,1,0,8,1,91,8,1,6.0,8,1
2008/12/16 7:00:00,0.6,8,1,0,1,8,1,0,1,8,1,1.7,8,ñkìå,8,1,0.00,8,1,93,8,1,5.9,8,1
2008/12/16 8:00:00,1.7,8,1,0,1,8,1,0.4,0,8,1,1.2,8,ñk,8,1,0.10,8,1,89,8,1,6.1,8,1
2008/12/16 9:00:00,3.9,8,1,0,1,8,1,1.0,0,8,1,0.8,8,ñk,8,1,0.63,8,1,81,8,1,6.5,8,1
2008/12/16 10:00:00,6.7,8,1,0,1,8,1,1.0,0,8,1,0.4,8,ñkìå,8,1,1.23,8,1,66,8,1,6.5,8,1
2008/12/16 11:00:00,8.7,8,1,0,1,8,1,1.0,0,8,1,0.4,8,ìåñkìå,8,1,1.70,8,1,55,8,1,6.2,8,1
2008/12/16 12:00:00,11.2,8,1,0,1,8,1,1.0,0,8,1,0.6,8,ñk,8,1,2.00,8,1,49,8,1,6.5,8,1
2008/12/16 13:00:00,11.9,8,1,0,1,8,1,1.0,0,8,1,2.2,8,ìÏ,8,1,2.02,8,1,48,8,1,6.7,8,1
2008/12/16 14:00:00,13.3,8,1,0,1,8,1,1.0,0,8,1,2.4,8,ìÏìÏêº,8,1,1.86,8,1,41,8,1,6.3,8,1
2008/12/16 15:00:00,12.8,8,1,0,1,8,1,1.0,0,8,1,3.0,8,ìÏìÏìå,8,1,1.49,8,1,41,8,1,6.1,8,1
